mode,tc,lambda,reward,time,t_size
original,small_119,3,29.0000,0.1305,896670
relaxed,small_119,3,31.0000,0.0504,318816
restricted,small_120,3,14.0000,0.0417,318816
original,small_120,3,16.0000,0.1156,896670
relaxed,small_120,3,16.0000,0.0431,318816
restricted,medium_1,3,24.0000,1.6916,9351936
original,medium_1,3,24.0000,64.9381,358040331
relaxed,medium_1,3,24.0000,1.8137,9351936
restricted,medium_2,3,23.0000,1.7592,9351936
original,medium_2,3,23.0000,68.7014,358040331
relaxed,medium_2,3,23.0000,1.9392,9351936
restricted,medium_3,3,29.0000,1.5695,9351936
original,medium_3,3,29.0000,60.1409,358040331
relaxed,medium_3,3,29.0000,1.6603,9351936
restricted,medium_4,3,32.0000,1.7713,9351936
original,medium_4,3,33.0000,68.6876,358040331
relaxed,medium_4,3,33.0000,1.9187,9351936
restricted,medium_5,3,29.0000,1.6484,9351936
original,medium_5,3,29.0000,64.6361,358040331
relaxed,medium_5,3,29.0000,1.8263,9351936
restricted,medium_6,3,23.0000,1.6731,9351936
original,medium_6,3,23.0000,64.7753,358040331
relaxed,medium_6,3,23.0000,1.8070,9351936
restricted,medium_7,3,22.0000,1.4196,9351936
original,medium_7,3,22.0000,54.6303,358040331
relaxed,medium_7,3,22.0000,1.5112,9351936
restricted,medium_8,3,34.0000,1.6672,9351936
original,medium_8,3,34.0000,64.9358,358040331
relaxed,medium_8,3,34.0000,1.8270,9351936
restricted,medium_9,3,23.0000,1.5771,9351936
original,medium_9,3,23.0000,60.8006,358040331
relaxed,medium_9,3,23.0000,1.6828,9351936
restricted,medium_10,3,22.0000,1.6446,9351936
original,medium_10,3,23.0000,63.8597,358040331
relaxed,medium_10,3,23.0000,1.7889,9351936
restricted,medium_11,3,28.0000,1.5094,9351936
original,medium_11,3,28.0000,58.3842,358040331
relaxed,medium_11,3,28.0000,1.6375,9351936
restricted,medium_12,3,22.0000,1.4820,9351936
original,medium_12,3,22.0000,56.9632,358040331
relaxed,medium_12,3,22.0000,1.6094,9351936
restricted,medium_13,3,32.0000,1.5327,9351936
original,medium_13,3,35.0000,59.0269,358040331
relaxed,medium_13,3,37.0000,1.6404,9351936
restricted,medium_14,3,33.0000,1.7601,9351936
original,medium_14,3,33.0000,68.2005,358040331
relaxed,medium_14,3,33.0000,1.9031,9351936
restricted,medium_15,3,18.0000,1.4629,9351936
original,medium_15,3,18.0000,56.0191,358040331
relaxed,medium_15,3,18.0000,1.5366,9351936
restricted,medium_16,3,20.0000,1.4727,9351936
original,medium_16,3,20.0000,57.1201,358040331
relaxed,medium_16,3,20.0000,1.5842,9351936
restricted,medium_17,3,26.0000,1.6227,9351936
original,medium_17,3,26.0000,61.9164,358040331
relaxed,medium_17,3,26.0000,1.7076,9351936
restricted,medium_18,3,32.0000,1.7110,9351936
original,medium_18,3,32.0000,66.1629,358040331
relaxed,medium_18,3,32.0000,1.8593,9351936
restricted,medium_19,3,30.0000,1.6925,9351936
original,medium_19,3,30.0000,65.0973,358040331
relaxed,medium_19,3,30.0000,1.8002,9351936
restricted,medium_20,3,24.0000,1.4752,9351936
original,medium_20,3,24.0000,58.0491,358040331
relaxed,medium_20,3,24.0000,1.6462,9351936
restricted,medium_21,3,23.0000,1.6972,9351936
original,medium_21,3,25.0000,66.0954,358040331
relaxed,medium_21,3,25.0000,1.8560,9351936
restricted,medium_22,3,39.0000,1.4829,9351936
original,medium_22,3,39.0000,57.1087,358040331
relaxed,medium_22,3,39.0000,1.5867,9351936
restricted,medium_23,3,38.0000,1.6275,9351936
original,medium_23,3,38.0000,62.7114,358040331
relaxed,medium_23,3,38.0000,1.7686,9351936
restricted,medium_24,3,44.0000,1.8138,9351936
original,medium_24,3,44.0000,71.8707,358040331
relaxed,medium_24,3,44.0000,2.0641,9351936
restricted,medium_25,3,47.0000,1.6425,9351936
original,medium_25,3,48.0000,63.9584,358040331
relaxed,medium_25,3,48.0000,1.8064,9351936
restricted,medium_26,3,30.0000,1.7308,9351936
original,medium_26,3,34.0000,67.0425,358040331
relaxed,medium_26,3,34.0000,1.8781,9351936
restricted,medium_27,3,33.0000,1.6045,9351936
original,medium_27,3,35.0000,62.1568,358040331
relaxed,medium_27,3,35.0000,1.7603,9351936
restricted,medium_28,3,37.0000,1.6195,9351936
original,medium_28,3,43.0000,62.5142,358040331
relaxed,medium_28,3,43.0000,1.7547,9351936
restricted,medium_29,3,24.0000,1.5135,9351936
original,medium_29,3,24.0000,58.7584,358040331
relaxed,medium_29,3,24.0000,1.6517,9351936
restricted,medium_30,3,32.0000,1.6911,9351936
original,medium_30,3,32.0000,67.4091,358040331
relaxed,medium_30,3,32.0000,1.8631,9351936
restricted,medium_31,3,27.0000,1.5005,9351936
original,medium_31,3,27.0000,58.0533,358040331
relaxed,medium_31,3,27.0000,1.6248,9351936
restricted,medium_32,3,24.0000,1.5752,9351936
original,medium_32,3,24.0000,61.8938,358040331
relaxed,medium_32,3,24.0000,1.6938,9351936
restricted,medium_33,3,22.0000,1.6948,9351936
original,medium_33,3,22.0000,65.2941,358040331
relaxed,medium_33,3,22.0000,1.8110,9351936
restricted,medium_34,3,25.0000,1.6888,9351936
original,medium_34,3,25.0000,67.2085,358040331
relaxed,medium_34,3,25.0000,1.8336,9351936
restricted,medium_35,3,43.0000,1.4927,9351936
original,medium_35,3,43.0000,57.7233,358040331
relaxed,medium_35,3,43.0000,1.6097,9351936
restricted,medium_36,3,30.0000,1.6694,9351936
original,medium_36,3,33.0000,65.2072,358040331
relaxed,medium_36,3,35.0000,1.8323,9351936
restricted,medium_37,3,30.0000,1.6020,9351936
original,medium_37,3,31.0000,62.7058,358040331
relaxed,medium_37,3,31.0000,1.7845,9351936
restricted,medium_38,3,39.0000,1.7653,9351936
original,medium_38,3,39.0000,68.5967,358040331
relaxed,medium_38,3,39.0000,1.9216,9351936
restricted,medium_39,3,37.0000,1.5275,9351936
original,medium_39,3,37.0000,58.9740,358040331
relaxed,medium_39,3,37.0000,1.6297,9351936
restricted,medium_40,3,35.0000,1.7723,9351936
original,medium_40,3,36.0000,69.0663,358040331
relaxed,medium_40,3,36.0000,1.9486,9351936
restricted,medium_41,3,29.0000,1.6428,9351936
original,medium_41,3,31.0000,63.7083,358040331
relaxed,medium_41,3,31.0000,1.7803,9351936
restricted,medium_42,3,24.0000,1.5426,9351936
original,medium_42,3,26.0000,59.6209,358040331
relaxed,medium_42,3,26.0000,1.6783,9351936
restricted,medium_43,3,27.0000,1.5267,9351936
original,medium_43,3,28.0000,58.4597,358040331
relaxed,medium_43,3,28.0000,1.6131,9351936
restricted,medium_44,3,22.0000,1.4921,9351936
original,medium_44,3,24.0000,57.3246,358040331
relaxed,medium_44,3,24.0000,1.6038,9351936
restricted,medium_45,3,24.0000,1.7342,9351936
original,medium_45,3,24.0000,67.0771,358040331
relaxed,medium_45,3,24.0000,1.8683,9351936
restricted,medium_46,3,19.0000,1.4033,9351936
original,medium_46,3,19.0000,53.2942,358040331
relaxed,medium_46,3,19.0000,1.4663,9351936
restricted,medium_47,3,36.0000,1.5949,9351936
original,medium_47,3,36.0000,62.0479,358040331
relaxed,medium_47,3,36.0000,1.7604,9351936
restricted,medium_48,3,35.0000,1.7360,9351936
original,medium_48,3,35.0000,67.6173,358040331
relaxed,medium_48,3,35.0000,1.9062,9351936
restricted,medium_49,3,45.0000,1.6250,9351936
original,medium_49,3,49.0000,62.9705,358040331
relaxed,medium_49,3,49.0000,1.7660,9351936
restricted,medium_50,3,25.0000,1.6460,9351936
original,medium_50,3,25.0000,62.1062,358040331
relaxed,medium_50,3,25.0000,1.7065,9351936
restricted,medium_51,3,33.0000,1.4456,9351936
original,medium_51,3,33.0000,56.0891,358040331
relaxed,medium_51,3,33.0000,1.5659,9351936
restricted,medium_52,3,26.0000,1.5820,9351936
original,medium_52,3,26.0000,61.7561,358040331
relaxed,medium_52,3,26.0000,1.7410,9351936
restricted,medium_53,3,26.0000,1.5645,9351936
original,medium_53,3,26.0000,60.6295,358040331
relaxed,medium_53,3,26.0000,1.7501,9351936
restricted,medium_54,3,22.0000,1.6847,9351936
original,medium_54,3,22.0000,65.7411,358040331
relaxed,medium_54,3,22.0000,1.8570,9351936
restricted,medium_55,3,28.0000,1.7053,9351936
original,medium_55,3,28.0000,66.4018,358040331
relaxed,medium_55,3,28.0000,1.8689,9351936
restricted,medium_56,3,46.0000,1.8104,9351936
original,medium_56,3,55.0000,70.1702,358040331
relaxed,medium_56,3,55.0000,1.9397,9351936
restricted,medium_57,3,27.0000,1.6173,9351936
original,medium_57,3,27.0000,62.2500,358040331
relaxed,medium_57,3,27.0000,1.7288,9351936
restricted,medium_58,3,27.0000,1.5453,9351936
original,medium_58,3,29.0000,60.1177,358040331
relaxed,medium_58,3,29.0000,1.7253,9351936
restricted,medium_59,3,35.0000,1.4422,9351936
original,medium_59,3,35.0000,55.0910,358040331
relaxed,medium_59,3,35.0000,1.5054,9351936
restricted,medium_60,3,22.0000,1.4369,9351936
original,medium_60,3,22.0000,55.5396,358040331
relaxed,medium_60,3,22.0000,1.5544,9351936
restricted,medium_61,3,36.0000,1.6200,9351936
original,medium_61,3,36.0000,62.8976,358040331
relaxed,medium_61,3,36.0000,1.7686,9351936
restricted,medium_62,3,34.0000,1.6447,9351936
original,medium_62,3,38.0000,63.8807,358040331
relaxed,medium_62,3,38.0000,1.7947,9351936
restricted,medium_63,3,34.0000,1.6689,9351936
original,medium_63,3,34.0000,64.2678,358040331
relaxed,medium_63,3,34.0000,1.7584,9351936
restricted,medium_64,3,21.0000,1.5105,9351936
original,medium_64,3,21.0000,58.0256,358040331
relaxed,medium_64,3,21.0000,1.6112,9351936
restricted,medium_65,3,34.0000,1.5327,9351936
original,medium_65,3,34.0000,59.4655,358040331
relaxed,medium_65,3,34.0000,1.6704,9351936
restricted,medium_66,3,31.0000,1.7804,9351936
original,medium_66,3,32.0000,69.5584,358040331
relaxed,medium_66,3,32.0000,1.9606,9351936
restricted,medium_67,3,19.0000,1.6924,9351936
original,medium_67,3,19.0000,66.1394,358040331
relaxed,medium_67,3,19.0000,1.8651,9351936
restricted,medium_68,3,38.0000,1.6753,9351936
original,medium_68,3,40.0000,66.8304,358040331
relaxed,medium_68,3,40.0000,1.8719,9351936
restricted,medium_69,3,24.0000,1.5859,9351936
original,medium_69,3,24.0000,61.6202,358040331
relaxed,medium_69,3,24.0000,1.7155,9351936
restricted,medium_70,3,25.0000,1.7034,9351936
original,medium_70,3,25.0000,67.9110,358040331
relaxed,medium_70,3,25.0000,1.8713,9351936
restricted,medium_71,3,32.0000,1.7536,9351936
original,medium_71,3,32.0000,68.1557,358040331
relaxed,medium_71,3,32.0000,1.9322,9351936
restricted,medium_72,3,25.0000,1.7225,9351936
original,medium_72,3,25.0000,66.8140,358040331
relaxed,medium_72,3,25.0000,1.8838,9351936
restricted,medium_73,3,35.0000,1.4669,9351936
original,medium_73,3,35.0000,56.4828,358040331
relaxed,medium_73,3,35.0000,1.5751,9351936
restricted,medium_74,3,36.0000,1.6204,9351936
original,medium_74,3,36.0000,63.4716,358040331
relaxed,medium_74,3,36.0000,1.7831,9351936
restricted,medium_75,3,34.0000,1.6588,9351936
original,medium_75,3,34.0000,62.5594,358040331
relaxed,medium_75,3,34.0000,1.7706,9351936
restricted,medium_76,3,31.0000,1.4559,9351936
original,medium_76,3,31.0000,55.5180,358040331
relaxed,medium_76,3,31.0000,1.5255,9351936
restricted,medium_77,3,30.0000,1.6975,9351936
original,medium_77,3,30.0000,65.3037,358040331
relaxed,medium_77,3,30.0000,1.8400,9351936
restricted,medium_78,3,35.0000,1.8258,9351936
original,medium_78,3,35.0000,70.9019,358040331
relaxed,medium_78,3,35.0000,1.9907,9351936
restricted,medium_79,3,29.0000,1.7425,9351936
original,medium_79,3,29.0000,65.7449,358040331
relaxed,medium_79,3,29.0000,1.8085,9351936
restricted,medium_80,3,29.0000,1.7299,9351936
original,medium_80,3,29.0000,66.6209,358040331
relaxed,medium_80,3,29.0000,1.8441,9351936
restricted,medium_81,3,29.0000,1.8025,9351936
original,medium_81,3,29.0000,69.6938,358040331
relaxed,medium_81,3,29.0000,1.9379,9351936
restricted,medium_82,3,27.0000,1.5808,9351936
original,medium_82,3,27.0000,60.2812,358040331
relaxed,medium_82,3,27.0000,1.6423,9351936
restricted,medium_83,3,33.0000,2.3281,9351936
original,medium_83,3,36.0000,74.5524,358040331
relaxed,medium_83,3,36.0000,2.0594,9351936
restricted,medium_84,3,34.0000,1.6272,9351936
original,medium_84,3,37.0000,62.8477,358040331
relaxed,medium_84,3,37.0000,1.7612,9351936
restricted,medium_85,3,25.0000,1.6189,9351936
original,medium_85,3,25.0000,62.4747,358040331
relaxed,medium_85,3,25.0000,1.7481,9351936
restricted,medium_86,3,23.0000,1.5118,9351936
original,medium_86,3,23.0000,58.3017,358040331
relaxed,medium_86,3,23.0000,1.6215,9351936
restricted,medium_87,3,28.0000,1.6095,9351936
original,medium_87,3,28.0000,61.7204,358040331
relaxed,medium_87,3,28.0000,1.7287,9351936
restricted,medium_88,3,31.0000,1.6517,9351936
original,medium_88,3,33.0000,64.8469,358040331
relaxed,medium_88,3,33.0000,1.8122,9351936
restricted,medium_89,3,32.0000,1.6350,9351936
original,medium_89,3,32.0000,62.4897,358040331
relaxed,medium_89,3,32.0000,1.7367,9351936
restricted,medium_90,3,27.0000,1.7073,9351936
original,medium_90,3,27.0000,66.9040,358040331
relaxed,medium_90,3,27.0000,1.9081,9351936
restricted,medium_91,3,27.0000,1.5598,9351936
original,medium_91,3,27.0000,59.8994,358040331
relaxed,medium_91,3,27.0000,1.6612,9351936
restricted,medium_92,3,25.0000,1.4157,9351936
original,medium_92,3,25.0000,53.8003,358040331
relaxed,medium_92,3,25.0000,1.4703,9351936
restricted,medium_93,3,25.0000,1.5538,9351936
original,medium_93,3,25.0000,59.1187,358040331
relaxed,medium_93,3,25.0000,1.6314,9351936
restricted,medium_94,3,19.0000,1.5258,9351936
original,medium_94,3,19.0000,58.6211,358040331
relaxed,medium_94,3,19.0000,1.6113,9351936
restricted,medium_95,3,25.0000,1.7770,9351936
original,medium_95,3,25.0000,68.9370,358040331
relaxed,medium_95,3,25.0000,1.9229,9351936
restricted,medium_96,3,30.0000,1.7314,9351936
original,medium_96,3,30.0000,67.3451,358040331
relaxed,medium_96,3,30.0000,1.9028,9351936
restricted,medium_97,3,26.0000,1.5819,9351936
original,medium_97,3,26.0000,61.8603,358040331
relaxed,medium_97,3,26.0000,1.7393,9351936
restricted,medium_98,3,28.0000,1.4816,9351936
original,medium_98,3,28.0000,57.1110,358040331
relaxed,medium_98,3,28.0000,1.5845,9351936
restricted,medium_99,3,35.0000,1.8737,9351936
original,medium_99,3,35.0000,73.2269,358040331
relaxed,medium_99,3,35.0000,2.0739,9351936
restricted,medium_100,3,27.0000,1.5508,9351936
original,medium_100,3,27.0000,59.3201,358040331
relaxed,medium_100,3,27.0000,1.6480,9351936
restricted,medium_101,3,31.0000,1.6215,9351936
original,medium_101,3,32.0000,62.6109,358040331
relaxed,medium_101,3,32.0000,1.7419,9351936
restricted,medium_102,3,29.0000,1.7114,9351936
original,medium_102,3,29.0000,66.6130,358040331
relaxed,medium_102,3,29.0000,1.8343,9351936
restricted,medium_103,3,27.0000,1.5902,9351936
original,medium_103,3,27.0000,61.9610,358040331
relaxed,medium_103,3,27.0000,1.7343,9351936
restricted,medium_104,3,29.0000,1.7318,9351936
original,medium_104,3,29.0000,67.0781,358040331
relaxed,medium_104,3,29.0000,1.8794,9351936
restricted,medium_105,3,27.0000,1.7105,9351936
original,medium_105,3,28.0000,65.9680,358040331
relaxed,medium_105,3,28.0000,1.8372,9351936
restricted,medium_106,3,40.0000,1.7517,9351936
original,medium_106,3,41.0000,68.3674,358040331
relaxed,medium_106,3,41.0000,1.9348,9351936
restricted,medium_107,3,33.0000,1.6652,9351936
original,medium_107,3,33.0000,65.3230,358040331
relaxed,medium_107,3,33.0000,1.8513,9351936
restricted,medium_108,3,26.0000,1.6460,9351936
original,medium_108,3,27.0000,63.8321,358040331
relaxed,medium_108,3,27.0000,1.7939,9351936
restricted,medium_109,3,27.0000,1.6653,9351936
original,medium_109,3,27.0000,64.2466,358040331
relaxed,medium_109,3,27.0000,1.7925,9351936
restricted,medium_110,3,27.0000,1.4250,9351936
original,medium_110,3,27.0000,55.2214,358040331
relaxed,medium_110,3,27.0000,1.5696,9351936
restricted,medium_111,3,41.0000,1.5843,9351936
original,medium_111,3,41.0000,62.0484,358040331
relaxed,medium_111,3,41.0000,1.7695,9351936
restricted,medium_112,3,17.0000,1.4976,9351936
original,medium_112,3,17.0000,56.6520,358040331
relaxed,medium_112,3,17.0000,1.5407,9351936
restricted,medium_113,3,24.0000,1.6683,9351936
original,medium_113,3,24.0000,62.8822,358040331
relaxed,medium_113,3,24.0000,1.7570,9351936
restricted,medium_114,3,25.0000,1.7090,9351936
original,medium_114,3,26.0000,66.1700,358040331
relaxed,medium_114,3,26.0000,1.8424,9351936
restricted,medium_115,3,23.0000,1.6085,9351936
original,medium_115,3,25.0000,62.4204,358040331
relaxed,medium_115,3,25.0000,1.7493,9351936
restricted,medium_116,3,37.0000,1.6748,9351936
original,medium_116,3,37.0000,64.3704,358040331
relaxed,medium_116,3,37.0000,1.7743,9351936
restricted,medium_117,3,19.0000,1.7620,9351936
original,medium_117,3,19.0000,67.6733,358040331
relaxed,medium_117,3,19.0000,1.8750,9351936
restricted,medium_118,3,32.0000,1.4149,9351936
original,medium_118,3,36.0000,54.1491,358040331
relaxed,medium_118,3,36.0000,1.4983,9351936
restricted,medium_119,3,34.0000,1.4967,9351936
original,medium_119,3,34.0000,57.7453,358040331
relaxed,medium_119,3,34.0000,1.6215,9351936
restricted,medium_120,3,25.0000,1.6462,9351936
original,medium_120,3,25.0000,63.6888,358040331
relaxed,medium_120,3,25.0000,1.7623,9351936
restricted,big_1,3,41.0000,22.1503,99470592
original,big_1,3,41.0000,488.1153,2146777425
relaxed,big_1,3,41.0000,24.1676,99470592
restricted,big_2,3,38.0000,22.8902,99470592
original,big_2,3,38.0000,507.0456,2146777425
relaxed,big_2,3,38.0000,25.2025,99470592
restricted,big_3,3,48.0000,23.2679,99470592
original,big_3,3,48.0000,515.5827,2146777425
relaxed,big_3,3,48.0000,25.8172,99470592
restricted,big_4,3,58.0000,23.9582,99470592
original,big_4,3,59.0000,531.5141,2146777425
relaxed,big_4,3,60.0000,26.6970,99470592
restricted,big_5,3,50.0000,20.2513,99470592
original,big_5,3,50.0000,444.4364,2146777425
relaxed,big_5,3,50.0000,22.3800,99470592
restricted,big_6,3,44.0000,21.2491,99470592
original,big_6,3,45.0000,472.3795,2146777425
relaxed,big_6,3,45.0000,24.1580,99470592
restricted,big_7,3,30.0000,21.1219,99470592
original,big_7,3,33.0000,467.2787,2146777425
relaxed,big_7,3,33.0000,23.7863,99470592
restricted,big_8,3,39.0000,23.0800,99470592
original,big_8,3,39.0000,510.4513,2146777425
relaxed,big_8,3,39.0000,25.5353,99470592
restricted,big_9,3,46.0000,21.0215,99470592
original,big_9,3,48.0000,464.5361,2146777425
relaxed,big_9,3,48.0000,23.4935,99470592
restricted,big_10,3,38.0000,22.6086,99470592
original,big_10,3,38.0000,502.2933,2146777425
relaxed,big_10,3,38.0000,25.3778,99470592
restricted,big_11,3,56.0000,21.9710,99470592
original,big_11,3,57.0000,484.3424,2146777425
relaxed,big_11,3,57.0000,24.3965,99470592
restricted,big_12,3,32.0000,18.8172,99470592
original,big_12,3,32.0000,405.8335,2146777425
relaxed,big_12,3,32.0000,19.8917,99470592
restricted,big_13,3,37.0000,18.9615,99470592
original,big_13,3,37.0000,413.4034,2146777425
relaxed,big_13,3,37.0000,20.7426,99470592
restricted,big_14,3,30.0000,19.9776,99470592
original,big_14,3,30.0000,437.0123,2146777425
relaxed,big_14,3,30.0000,21.6400,99470592
restricted,big_15,3,56.0000,22.7604,99470592
original,big_15,3,56.0000,503.8206,2146777425
relaxed,big_15,3,56.0000,25.2212,99470592
restricted,big_16,3,55.0000,22.4115,99470592
original,big_16,3,55.0000,498.1573,2146777425
relaxed,big_16,3,55.0000,25.6253,99470592
restricted,big_17,3,40.0000,23.6311,99470592
original,big_17,3,40.0000,498.5727,2146777425
relaxed,big_17,3,40.0000,24.7495,99470592
restricted,big_18,3,40.0000,22.7116,99470592
original,big_18,3,40.0000,507.1012,2146777425
relaxed,big_18,3,40.0000,25.7712,99470592
restricted,big_19,3,60.0000,22.8421,99470592
original,big_19,3,60.0000,502.5860,2146777425
relaxed,big_19,3,60.0000,24.8551,99470592
restricted,big_20,3,52.0000,24.1238,99470592
original,big_20,3,54.0000,538.1401,2146777425
relaxed,big_20,3,54.0000,27.3915,99470592
restricted,big_21,3,46.0000,20.8730,99470592
original,big_21,3,46.0000,457.3905,2146777425
relaxed,big_21,3,46.0000,22.8163,99470592
restricted,big_22,3,43.0000,20.9596,99470592
original,big_22,3,43.0000,462.2128,2146777425
relaxed,big_22,3,43.0000,23.2266,99470592
restricted,big_23,3,45.0000,21.7856,99470592
original,big_23,3,45.0000,481.4597,2146777425
relaxed,big_23,3,45.0000,23.9861,99470592
restricted,big_24,3,47.0000,22.6929,99470592
original,big_24,3,47.0000,507.0773,2146777425
relaxed,big_24,3,47.0000,25.8942,99470592
restricted,big_25,3,54.0000,20.9249,99470592
original,big_25,3,54.0000,463.2772,2146777425
relaxed,big_25,3,54.0000,23.3839,99470592
restricted,big_26,3,51.0000,25.0794,99470592
original,big_26,3,51.0000,556.1342,2146777425
relaxed,big_26,3,51.0000,27.6116,99470592
restricted,big_27,3,43.0000,21.3036,99470592
original,big_27,3,43.0000,472.7156,2146777425
relaxed,big_27,3,43.0000,24.3513,99470592
restricted,big_28,3,43.0000,40.1963,99470592
original,big_28,3,43.0000,502.8170,2146777425
relaxed,big_28,3,43.0000,25.0131,99470592
restricted,big_29,3,55.0000,24.9576,99470592
original,big_29,3,58.0000,553.7006,2146777425
relaxed,big_29,3,58.0000,28.7851,99470592
restricted,big_30,3,52.0000,22.5196,99470592
original,big_30,3,52.0000,486.5616,2146777425
relaxed,big_30,3,52.0000,24.7707,99470592
restricted,big_31,3,36.0000,21.6199,99470592
original,big_31,3,36.0000,477.5810,2146777425
relaxed,big_31,3,36.0000,24.4468,99470592
restricted,big_32,3,53.0000,22.2500,99470592
original,big_32,3,53.0000,495.4973,2146777425
relaxed,big_32,3,53.0000,25.0305,99470592
restricted,big_33,3,41.0000,24.8674,99470592
original,big_33,3,41.0000,555.9686,2146777425
relaxed,big_33,3,41.0000,28.2462,99470592
restricted,big_34,3,58.0000,21.1428,99470592
original,big_34,3,58.0000,462.9113,2146777425
relaxed,big_34,3,58.0000,23.0383,99470592
restricted,big_35,3,46.0000,21.6899,99470592
original,big_35,3,48.0000,483.3563,2146777425
relaxed,big_35,3,48.0000,24.5705,99470592
restricted,big_36,3,47.0000,23.4701,99470592
original,big_36,3,47.0000,523.8368,2146777425
relaxed,big_36,3,47.0000,26.4683,99470592
restricted,big_37,3,53.0000,22.2808,99470592
original,big_37,3,55.0000,498.5719,2146777425
relaxed,big_37,3,57.0000,25.7281,99470592
restricted,big_38,3,55.0000,24.2101,99470592
original,big_38,3,57.0000,541.3549,2146777425
relaxed,big_38,3,57.0000,27.4394,99470592
restricted,big_39,3,43.0000,22.5504,99470592
original,big_39,3,44.0000,504.1473,2146777425
relaxed,big_39,3,44.0000,25.4420,99470592
restricted,big_40,3,53.0000,24.0530,99470592
original,big_40,3,53.0000,536.7498,2146777425
relaxed,big_40,3,53.0000,26.8614,99470592
restricted,big_41,3,39.0000,23.8665,99470592
original,big_41,3,39.0000,530.0613,2146777425
relaxed,big_41,3,39.0000,26.6093,99470592
restricted,big_42,3,38.0000,20.6425,99470592
original,big_42,3,39.0000,455.5901,2146777425
relaxed,big_42,3,39.0000,22.7914,99470592
restricted,big_43,3,39.0000,21.8289,99470592
original,big_43,3,39.0000,482.3460,2146777425
relaxed,big_43,3,39.0000,24.2392,99470592
restricted,big_44,3,43.0000,22.8330,99470592
original,big_44,3,43.0000,504.3425,2146777425
relaxed,big_44,3,43.0000,25.5355,99470592
restricted,big_45,3,49.0000,24.3131,99470592
original,big_45,3,49.0000,543.5797,2146777425
relaxed,big_45,3,49.0000,27.6121,99470592
restricted,big_46,3,45.0000,21.8257,99470592
original,big_46,3,45.0000,480.7381,2146777425
relaxed,big_46,3,45.0000,24.0322,99470592
restricted,big_47,3,44.0000,22.6075,99470592
original,big_47,3,45.0000,505.6585,2146777425
relaxed,big_47,3,46.0000,25.7797,99470592
restricted,big_48,3,51.0000,23.3419,99470592
original,big_48,3,51.0000,520.9100,2146777425
relaxed,big_48,3,51.0000,26.1133,99470592
restricted,big_49,3,58.0000,22.7126,99470592
original,big_49,3,58.0000,505.1843,2146777425
relaxed,big_49,3,58.0000,25.5081,99470592
restricted,big_50,3,38.0000,22.0759,99470592
original,big_50,3,38.0000,472.1091,2146777425
relaxed,big_50,3,38.0000,23.2411,99470592
restricted,big_51,3,47.0000,22.9433,99470592
original,big_51,3,47.0000,509.2654,2146777425
relaxed,big_51,3,47.0000,25.6558,99470592
restricted,big_52,3,55.0000,22.2590,99470592
original,big_52,3,55.0000,492.7612,2146777425
relaxed,big_52,3,55.0000,24.6580,99470592
restricted,big_53,3,38.0000,23.3351,99470592
original,big_53,3,40.0000,512.8622,2146777425
relaxed,big_53,3,40.0000,25.4149,99470592
restricted,big_54,3,42.0000,20.6582,99470592
original,big_54,3,42.0000,461.1149,2146777425
relaxed,big_54,3,42.0000,23.3452,99470592
restricted,big_55,3,53.0000,21.4468,99470592
original,big_55,3,53.0000,468.0983,2146777425
relaxed,big_55,3,53.0000,23.1722,99470592
restricted,big_56,3,36.0000,23.2446,99470592
original,big_56,3,36.0000,441.6506,2146777425
relaxed,big_56,3,36.0000,24.9845,99470592
restricted,big_57,3,36.0000,22.6117,99470592
original,big_57,3,36.0000,503.1328,2146777425
relaxed,big_57,3,36.0000,25.6445,99470592
restricted,big_58,3,42.0000,26.2979,99470592
original,big_58,3,42.0000,439.9513,2146777425
relaxed,big_58,3,42.0000,27.6671,99470592
restricted,big_59,3,44.0000,21.0319,99470592
original,big_59,3,44.0000,464.0127,2146777425
relaxed,big_59,3,44.0000,23.3403,99470592
restricted,big_60,3,46.0000,21.0190,99470592
original,big_60,3,47.0000,461.4583,2146777425
relaxed,big_60,3,47.0000,22.6269,99470592
restricted,big_61,3,41.0000,20.8852,99470592
original,big_61,3,41.0000,458.3997,2146777425
relaxed,big_61,3,41.0000,22.9877,99470592
restricted,big_62,3,41.0000,22.4963,99470592
original,big_62,3,41.0000,502.7606,2146777425
relaxed,big_62,3,41.0000,25.4662,99470592
restricted,big_63,3,50.0000,21.1139,99470592
original,big_63,3,50.0000,465.5906,2146777425
relaxed,big_63,3,50.0000,23.4963,99470592
restricted,big_64,3,52.0000,20.0592,99470592
original,big_64,3,52.0000,441.6365,2146777425
relaxed,big_64,3,52.0000,22.0353,99470592
restricted,big_65,3,46.0000,23.2443,99470592
original,big_65,3,46.0000,515.9931,2146777425
relaxed,big_65,3,46.0000,25.8725,99470592
restricted,big_66,3,46.0000,22.9874,99470592
original,big_66,3,48.0000,512.9359,2146777425
relaxed,big_66,3,48.0000,25.9163,99470592
restricted,big_67,3,48.0000,23.0992,99470592
original,big_67,3,48.0000,515.8031,2146777425
relaxed,big_67,3,48.0000,26.2575,99470592
restricted,big_68,3,43.0000,22.3276,99470592
original,big_68,3,43.0000,495.4071,2146777425
relaxed,big_68,3,43.0000,25.0379,99470592
restricted,big_69,3,55.0000,24.2794,99470592
original,big_69,3,58.0000,547.7606,2146777425
relaxed,big_69,3,58.0000,27.8537,99470592
