mode,tc,lambda,reward,time,t_size
restricted,bigger_59,3,46.0000,61.4306,122425344
original,bigger_59,3,46.0000,1467.5441,2642187600
relaxed,bigger_59,3,46.0000,82.0702,122425344
restricted,bigger_60,3,50.0000,62.2882,122425344
original,bigger_60,3,51.0000,1473.2062,2642187600
relaxed,bigger_60,3,51.0000,79.2739,122425344
restricted,bigger_61,3,49.8200,60.1252,122425344
original,bigger_61,3,49.8200,1438.6208,2642187600
relaxed,bigger_61,3,49.8200,78.1886,122425344
restricted,bigger_62,3,47.0000,68.7774,122425344
original,bigger_62,3,47.1000,1660.0908,2642187600
relaxed,bigger_62,3,47.1000,93.3518,122425344
restricted,bigger_63,3,50.0000,63.1448,122425344
original,bigger_63,3,50.0000,1522.1951,2642187600
relaxed,bigger_63,3,50.0000,84.6676,122425344
restricted,bigger_64,3,52.0000,58.2633,122425344
original,bigger_64,3,52.0000,1381.1494,2642187600
relaxed,bigger_64,3,52.0000,75.9275,122425344
restricted,bigger_65,3,48.0000,68.7950,122425344
original,bigger_65,3,48.0000,1646.0751,2642187600
relaxed,bigger_65,3,48.0000,93.2423,122425344
restricted,bigger_66,3,47.0000,73.4134,122425344
original,bigger_66,3,48.0000,1749.9300,2642187600
relaxed,bigger_66,3,48.4300,97.8631,122425344
restricted,bigger_67,3,50.0000,75.9692,122425344
original,bigger_67,3,50.8800,1823.7270,2642187600
relaxed,bigger_67,3,50.8800,103.6277,122425344
restricted,bigger_68,3,43.0000,67.4195,122425344
original,bigger_68,3,43.0000,1640.1343,2642187600
relaxed,bigger_68,3,43.0000,92.1530,122425344
restricted,bigger_69,3,58.0000,79.7877,122425344
original,bigger_69,3,58.0000,1927.6296,2642187600
relaxed,bigger_69,3,58.0000,110.5280,122425344
restricted,bigger_70,3,42.0000,64.9306,122425344
original,bigger_70,3,42.0000,1566.4989,2642187600
relaxed,bigger_70,3,42.0000,87.9558,122425344
restricted,bigger_71,3,48.0000,72.1907,122425344
original,bigger_71,3,48.0000,1734.0685,2642187600
relaxed,bigger_71,3,48.0000,98.3021,122425344
restricted,bigger_72,3,41.3300,66.6257,122425344
original,bigger_72,3,43.3100,1592.1166,2642187600
relaxed,bigger_72,3,43.3100,88.9714,122425344
restricted,bigger_73,3,66.0000,68.5474,122425344
original,bigger_73,3,69.0000,1655.5612,2642187600
relaxed,bigger_73,3,69.0000,92.9743,122425344
restricted,bigger_74,3,65.0000,64.6858,122425344
original,bigger_74,3,65.0000,1550.4533,2642187600
relaxed,bigger_74,3,65.0000,87.1066,122425344
restricted,bigger_75,3,46.0000,55.1723,122425344
original,bigger_75,3,46.0000,1288.9090,2642187600
relaxed,bigger_75,3,46.0000,72.3082,122425344
restricted,bigger_76,3,51.0000,56.7753,122425344
original,bigger_76,3,51.0000,1345.6122,2642187600
relaxed,bigger_76,3,51.0000,74.6753,122425344
restricted,bigger_77,3,37.2000,74.7765,122425344
original,bigger_77,3,38.0000,1790.8331,2642187600
relaxed,bigger_77,3,38.0000,100.5123,122425344
restricted,bigger_78,3,65.6800,79.4057,122425344
original,bigger_78,3,65.6800,1913.0301,2642187600
relaxed,bigger_78,3,65.6800,108.3300,122425344
restricted,bigger_79,3,51.0000,71.8265,122425344
original,bigger_79,3,51.0000,1711.5295,2642187600
relaxed,bigger_79,3,51.0000,95.6560,122425344
restricted,bigger_80,3,45.0000,67.8429,122425344
original,bigger_80,3,45.0000,1617.6819,2642187600
relaxed,bigger_80,3,45.0000,88.4644,122425344
restricted,bigger_81,3,53.0000,69.1000,122425344
original,bigger_81,3,53.0000,1649.3563,2642187600
relaxed,bigger_81,3,53.0000,92.1744,122425344
restricted,bigger_82,3,43.0000,49.6089,122425344
original,bigger_82,3,43.0000,1132.3336,2642187600
relaxed,bigger_82,3,43.0000,60.6068,122425344
restricted,bigger_83,3,75.7400,80.0643,122425344
original,bigger_83,3,77.0000,1933.7618,2642187600
relaxed,bigger_83,3,77.0000,108.8266,122425344
restricted,bigger_84,3,59.6100,74.7108,122425344
original,bigger_84,3,59.6100,1796.7848,2642187600
relaxed,bigger_84,3,59.6100,101.4946,122425344
restricted,bigger_85,3,52.0000,56.1099,122425344
original,bigger_85,3,52.0000,1316.6294,2642187600
relaxed,bigger_85,3,52.0000,75.1510,122425344
restricted,bigger_86,3,41.0400,74.6884,122425344
original,bigger_86,3,41.0400,1821.1321,2642187600
relaxed,bigger_86,3,41.0400,106.0569,122425344
restricted,bigger_87,3,51.0000,78.2343,122425344
original,bigger_87,3,52.8700,1894.6123,2642187600
relaxed,bigger_87,3,53.0000,108.1187,122425344
restricted,bigger_88,3,52.5300,73.3115,122425344
original,bigger_88,3,57.0000,1765.4123,2642187600
relaxed,bigger_88,3,57.0000,99.2916,122425344
restricted,bigger_89,3,57.0000,63.9779,122425344
original,bigger_89,3,58.0000,1528.5824,2642187600
relaxed,bigger_89,3,58.0000,84.3781,122425344
restricted,bigger_90,3,50.0000,65.3101,122425344
original,bigger_90,3,50.1100,1577.7899,2642187600
relaxed,bigger_90,3,54.0000,90.5168,122425344
restricted,bigger_91,3,64.0000,74.4011,122425344
original,bigger_91,3,64.3300,1758.4939,2642187600
relaxed,bigger_91,3,65.3300,99.3248,122425344
restricted,bigger_92,3,54.0000,61.0847,122425344
original,bigger_92,3,54.0000,1459.7584,2642187600
relaxed,bigger_92,3,54.0000,83.2830,122425344
restricted,bigger_93,3,46.0000,61.8365,122425344
original,bigger_93,3,46.0000,1470.9010,2642187600
relaxed,bigger_93,3,48.0000,83.2855,122425344
restricted,bigger_94,3,44.0000,67.3203,122425344
original,bigger_94,3,44.0000,1611.2461,2642187600
relaxed,bigger_94,3,44.0000,88.8387,122425344
restricted,bigger_95,3,47.0000,77.4654,122425344
original,bigger_95,3,47.0000,1902.3423,2642187600
relaxed,bigger_95,3,47.5800,110.5312,122425344
restricted,bigger_96,3,46.0000,73.4077,122425344
original,bigger_96,3,46.0000,1783.8616,2642187600
relaxed,bigger_96,3,46.0000,101.2567,122425344
restricted,bigger_97,3,48.0000,55.2704,122425344
original,bigger_97,3,51.0000,1330.7270,2642187600
relaxed,bigger_97,3,52.0000,73.4187,122425344
restricted,bigger_98,3,50.0000,55.2400,122425344
original,bigger_98,3,50.0000,1243.0221,2642187600
relaxed,bigger_98,3,50.0000,66.9986,122425344
restricted,bigger_99,3,58.5400,80.6918,122425344
original,bigger_99,3,58.5400,1957.3922,2642187600
relaxed,bigger_99,3,58.5400,110.6552,122425344
restricted,bigger_100,3,56.0000,69.4932,122425344
original,bigger_100,3,56.0000,1667.1237,2642187600
relaxed,bigger_100,3,56.0000,92.6271,122425344
restricted,bigger_101,3,52.0000,59.4492,122425344
original,bigger_101,3,52.0000,1411.5256,2642187600
relaxed,bigger_101,3,52.0000,78.8362,122425344
restricted,bigger_102,3,35.6900,69.8629,122425344
original,bigger_102,3,35.6900,1675.8860,2642187600
relaxed,bigger_102,3,35.6900,93.7692,122425344
restricted,bigger_103,3,67.0000,82.0200,122425344
original,bigger_103,3,67.0000,1972.1422,2642187600
relaxed,bigger_103,3,67.0000,112.0981,122425344
restricted,bigger_104,3,72.0000,71.4588,122425344
original,bigger_104,3,72.0000,1696.6426,2642187600
relaxed,bigger_104,3,72.0000,93.4114,122425344
restricted,bigger_105,3,69.0000,74.4771,122425344
original,bigger_105,3,69.0000,1775.1858,2642187600
relaxed,bigger_105,3,69.0000,98.4595,122425344
restricted,bigger_106,3,64.0000,63.7632,122425344
original,bigger_106,3,64.0000,1501.8514,2642187600
relaxed,bigger_106,3,64.0000,84.2837,122425344
restricted,bigger_107,3,56.0000,67.5807,122425344
original,bigger_107,3,56.0000,1627.4010,2642187600
relaxed,bigger_107,3,56.0000,92.3101,122425344
restricted,bigger_108,3,52.3400,82.8946,122425344
original,bigger_108,3,52.3400,1823.2835,2642187600
relaxed,bigger_108,3,52.3400,107.5217,122425344
restricted,bigger_109,3,42.3900,73.8375,122425344
original,bigger_109,3,44.3900,1785.1857,2642187600
relaxed,bigger_109,3,44.3900,101.6122,122425344
restricted,bigger_110,3,62.0000,61.9061,122425344
original,bigger_110,3,62.0000,1444.3195,2642187600
relaxed,bigger_110,3,62.0000,78.7043,122425344
restricted,bigger_111,3,47.0000,63.2244,122425344
original,bigger_111,3,47.0000,1516.2425,2642187600
relaxed,bigger_111,3,47.0000,87.3696,122425344
restricted,bigger_112,3,56.0000,62.4356,122425344
original,bigger_112,3,59.0000,1483.1623,2642187600
relaxed,bigger_112,3,61.0000,81.9158,122425344
restricted,bigger_113,3,37.9100,63.9157,122425344
original,bigger_113,3,37.9100,1527.6438,2642187600
relaxed,bigger_113,3,37.9100,87.0000,122425344
restricted,bigger_114,3,37.0000,69.1494,122425344
original,bigger_114,3,37.0000,1666.7171,2642187600
relaxed,bigger_114,3,38.0000,93.4233,122425344
restricted,bigger_115,3,40.0000,72.6595,122425344
original,bigger_115,3,40.0000,1763.8162,2642187600
relaxed,bigger_115,3,40.0000,98.7554,122425344
restricted,bigger_116,3,44.0000,71.6205,122425344
original,bigger_116,3,44.0000,1701.6145,2642187600
relaxed,bigger_116,3,44.4900,95.3743,122425344
restricted,bigger_117,3,51.0000,74.9859,122425344
original,bigger_117,3,51.0000,1779.3308,2642187600
relaxed,bigger_117,3,51.0000,100.6191,122425344
restricted,bigger_118,3,64.0000,61.8545,122425344
original,bigger_118,3,66.3700,1515.0367,2642187600
relaxed,bigger_118,3,66.3700,80.9113,122425344
restricted,bigger_119,3,48.5100,54.6045,122425344
original,bigger_119,3,48.5100,1281.5779,2642187600
relaxed,bigger_119,3,48.5100,70.0683,122425344
restricted,bigger_120,3,52.0000,77.0966,122425344
original,bigger_120,3,52.0000,1854.7263,2642187600
relaxed,bigger_120,3,52.0000,104.0648,122425344

